COMP_OS_ID,ITPC_ITPC_ID,SK_SUBS_ID,SK_BMT_ID,BILLING_FILIAL_ID,SUBS_OS_OS_ID,SUBS_SUBS_ID,CR_OS_OS_ID,INQR_ID,FILIAL_ID,CRCAT_CRCAT_ID,SNAP_DATE,SNAP_WEEK,SNAP_MONTH,SNAP_QUARTER,LAT,LON,DESCRIPTION,FULL_NAME,SUBCAT_PYRAMID_NAME,CAT_PYRAMID_NAME,KPI_NAME,CR_WEIGHT,FLAG_LOCAL_GENERAL
3,110,268323,80,15,53,81,47,340982,8,3,2024-12-23 06:34:47,52,12,4,-8.485919706070135,85.37692982403354,Ошибка в счёте,Поломка оборудования,Низкий ARPU,VIP,CSI TD Обслуживание в салоне,3.54,0
2,134,376330,317,47,74,26,60,6781440,13,18,2023-03-05 21:50:32,9,3,1,3.870546077290115,30.31674362443954,Проблема с сетью,Поломка оборудования,Низкий ARPU,,NPS TD (невзвешено),1.3,0
82,134,731941,158,2,85,56,4,2476776,7,4,2023-03-17 06:31:43,11,3,1,5.811843909749754,82.38775968319425,Некачественный сервис,Технические работы,Низкий ARPU,VIP,CSI TD Мобильное приложение,1.08,0
9,32,943797,55,14,43,4,15,4726812,10,8,2023-01-15 10:39:46,2,1,1,75.960941263915,-20.8272692396082,Проблема с сетью,Поломка оборудования,Низкий ARPU,Обычный,B2C CSI Качество Голос,1.15,0
66,187,584778,234,48,71,80,75,3973644,11,3,2024-10-14 10:46:27,42,10,4,-57.49806410109715,-104.34358868295482,Ошибка в счёте,Технические работы,Высокий ARPU,Обычный,CSI TD Обслуживание в салоне,3.53,0
76,194,902586,37,1,21,13,64,6408255,16,13,2024-12-05 12:19:32,49,12,4,29.88639739989462,28.205913649375162,Ошибка в счёте,Поломка оборудования,Низкий ARPU,Обычный,B2C NPS BU Качество связи,4.8,1
23,116,115214,86,20,22,6,55,648245,13,5,2024-07-02 06:56:20,27,7,3,-18.156579987579903,38.96925729487279,Некачественный сервис,Технические работы,Низкий ARPU,VIP,CSI TD Обслуживание в салоне,3.58,1
47,156,376853,333,34,58,54,57,9201449,18,5,2024-04-30 11:59:09,18,4,2,-26.920528483041565,-140.46954394096963,Ошибка в счёте,Технические работы,Низкий ARPU,Обычный,B2X NPS BU Общий CORE,5.0,1
47,75,840359,203,19,40,73,51,460231,10,14,2023-03-20 23:50:43,12,3,1,80.62210052095426,112.1211480766924,Ошибка в счёте,Технические работы,Низкий ARPU,VIP,B2C CSI МИ,2.77,1
62,136,942695,457,37,71,75,65,5320871,6,8,2024-11-12 05:29:21,46,11,4,11.72928994474185,100.24044527344307,Ошибка в счёте,Технические работы,Низкий ARPU,VIP,CSI TD Мобильное приложение,3.21,1
96,139,580207,420,37,2,79,17,5889486,11,13,2023-09-05 22:57:36,36,9,3,-41.46460040285189,-105.19431403158083,Некачественный сервис,Технические работы,Высокий ARPU,Обычный,B2C NPS BU Качество связи,4.66,1
84,58,575328,135,2,39,7,77,1088217,15,19,2024-04-07 19:46:42,14,4,2,16.272503641066535,144.51841678264594,Проблема с сетью,Поломка оборудования,Высокий ARPU,VIP,B2C CSI Качество Голос,4.6,0
87,87,766039,46,4,22,7,5,4482045,17,14,2024-12-10 15:03:32,50,12,4,5.871908809016162,-100.07617163708468,Некачественный сервис,Поломка оборудования,Высокий ARPU,Обычный,NPS TD,4.56,1
78,112,579156,140,40,26,22,19,1400378,10,5,2023-04-30 14:43:22,17,4,2,9.288789785101102,47.72079707869335,Некачественный сервис,Поломка оборудования,Низкий ARPU,Обычный,B2C NPS BU Качество связи,2.2,1
41,160,491336,440,29,82,1,27,4835565,15,3,2023-03-16 09:06:24,11,3,1,-85.35376054349291,30.592331603077525,Ошибка в счёте,Технические работы,Низкий ARPU,Обычный,CSI TD Качество покрытия,1.06,0
82,77,755589,305,30,7,33,45,6066693,9,19,2023-09-13 09:05:34,37,9,3,-0.07245361631800051,172.94413383808006,Некачественный сервис,Технические работы,Высокий ARPU,Обычный,NPS TD (невзвешено),3.03,1
75,114,586164,167,32,72,38,69,8880913,1,15,2023-09-14 18:12:35,37,9,3,-29.147270144530985,34.508424876883964,Ошибка в счёте,Поломка оборудования,Высокий ARPU,Обычный,NPS TD,2.19,0
84,12,606354,18,45,16,89,78,9568241,18,7,2024-04-16 08:34:49,16,4,2,77.0615902182675,16.766665182272618,Некачественный сервис,Технические работы,Низкий ARPU,Обычный,NPS TD (невзвешено),3.77,0
60,53,497705,258,18,46,22,38,3531361,1,13,2024-07-07 11:56:17,27,7,3,-72.39922276261102,145.38343610630244,Проблема с сетью,Технические работы,Низкий ARPU,,B2X NPS BU Общий,3.5,0
52,6,395479,125,45,16,54,86,4305960,17,6,2023-03-18 01:49:02,11,3,1,-87.24163465534276,-101.11521900139502,Проблема с сетью,Технические работы,Высокий ARPU,Обычный,B2C CSI Тарифа,3.13,1
37,78,904135,370,36,84,68,35,223514,7,17,2024-02-06 02:19:39,6,2,1,15.939935934805163,110.15384388839362,Некачественный сервис,Поломка оборудования,Высокий ARPU,Обычный,B2X NPS BU Общий F&F,1.74,1
59,81,952657,339,16,21,53,55,7747355,18,12,2024-08-06 13:16:14,32,8,3,64.0707644873587,9.885935802850469,Некачественный сервис,Технические работы,Низкий ARPU,VIP,B2C CSI Тарифа,3.66,1
81,118,840575,94,33,5,70,54,5985499,2,9,2023-10-20 19:27:51,42,10,4,-40.97675884334458,-83.4980432674213,Некачественный сервис,Поломка оборудования,Высокий ARPU,Обычный,CSI TD Обслуживание в КЦ оператора,4.43,0
72,118,560396,387,27,62,88,89,798146,13,9,2023-03-04 11:13:52,9,3,1,13.227129121323017,11.89901678211956,Проблема с сетью,Поломка оборудования,Высокий ARPU,VIP,B2C NPS BU Качество связи,2.21,0
13,7,449066,279,36,5,73,51,5593951,11,10,2023-12-11 15:12:37,50,12,4,72.21984608633116,-20.104067245714248,Проблема с сетью,Технические работы,Низкий ARPU,VIP,CSI TD Качество голосовй связи,3.96,0
43,9,285108,482,17,57,27,70,8580956,5,9,2023-01-14 09:24:56,2,1,1,87.1922281708072,92.6616947325557,Некачественный сервис,Поломка оборудования,Высокий ARPU,Обычный,B2C CSI МИ,1.61,1
76,112,148452,426,6,33,49,61,7462248,15,12,2024-03-04 23:27:27,10,3,1,-37.72627582700582,54.029737130534784,Проблема с сетью,Поломка оборудования,Высокий ARPU,VIP,B2C CSI Качество Голос,3.66,1
60,119,647394,45,24,33,40,46,577780,14,11,2023-10-17 18:03:09,42,10,4,-69.40394533726061,110.22112068790238,Ошибка в счёте,Поломка оборудования,Высокий ARPU,Обычный,CSI TD Качество голосовй связи,3.97,0
47,192,644361,373,35,76,11,13,1818709,3,10,2024-10-27 08:43:28,43,10,4,-55.82900368461805,90.93675683263297,,Технические работы,Низкий ARPU,VIP,NPS TD,4.89,0
62,171,523486,55,17,57,20,80,4515876,11,17,2023-01-13 16:07:13,2,1,1,49.93441984565382,130.16475936416566,Ошибка в счёте,Технические работы,Низкий ARPU,Обычный,B2C CSI МИ,1.32,0
22,182,114111,352,10,21,40,75,2957182,11,18,2023-10-23 14:27:07,43,10,4,86.15967280433833,-31.07916415872677,Проблема с сетью,Поломка оборудования,Высокий ARPU,VIP,B2X NPS BU Общий CORE,2.08,0
1,156,126368,339,19,10,67,27,1040964,15,1,2024-04-19 08:52:53,16,4,2,-61.92157505275915,-35.604662801366175,Ошибка в счёте,Поломка оборудования,Высокий ARPU,Обычный,CSI TD Качество мобильного интернета,3.42,1
8,110,953096,340,17,79,65,62,2707705,11,4,2023-12-23 13:53:35,51,12,4,59.27590909575204,-156.72061874391264,Некачественный сервис,Технические работы,Низкий ARPU,VIP,CSI TD Качество покрытия,4.37,0
29,1,557875,316,31,71,17,18,9673833,4,7,2024-07-13 20:16:42,28,7,3,81.86075091308246,-46.244205502299224,,Технические работы,Высокий ARPU,Обычный,CSI TD Качество голосовй связи,2.53,1
54,169,144711,414,11,37,57,22,1878009,6,10,2023-04-16 16:34:42,15,4,2,80.748114777105,-174.94716349371822,Некачественный сервис,Поломка оборудования,Низкий ARPU,Обычный,B2C CSI МИ,2.17,1
31,129,838511,343,24,44,62,59,3870204,17,14,2023-02-19 16:39:49,7,2,1,21.46295324605005,-59.562257869982844,Некачественный сервис,Технические работы,Высокий ARPU,Обычный,B2C CSI Качество Голос,3.82,0
53,130,640599,164,38,45,74,20,131492,4,14,2024-06-02 08:35:12,22,6,2,82.20337553214253,6.127655634842739,Ошибка в счёте,Технические работы,Низкий ARPU,VIP,B2C CSI Тарифа,2.03,0
68,60,999302,55,15,37,69,76,2954960,3,17,2023-08-23 20:33:11,34,8,3,13.191138334988537,-152.7513833196762,Некачественный сервис,Технические работы,Низкий ARPU,VIP,CSI TD Обслуживание в салоне,4.29,0
31,150,888606,435,38,22,75,25,9193616,17,1,2023-11-12 06:41:19,45,11,4,43.75157967624111,-166.57055688338747,Проблема с сетью,Поломка оборудования,Высокий ARPU,Обычный,B2X NPS BU Общий CORE,2.33,1
43,117,619799,154,16,53,20,81,5922744,14,12,2023-01-03 17:34:01,1,1,1,-24.28993749198378,3.3792305354039343,Некачественный сервис,Поломка оборудования,Высокий ARPU,VIP,CSI TD Качество покрытия,4.29,0
41,166,392301,90,43,50,46,30,4190540,16,4,2023-04-25 10:55:16,17,4,2,66.22115339232897,95.2478160910349,Проблема с сетью,Технические работы,Низкий ARPU,VIP,B2X NPS BU Общий,3.75,0
23,37,308562,408,28,58,72,35,5281060,16,7,2023-07-21 14:52:14,29,7,3,50.77916221004034,-139.8824079591747,Ошибка в счёте,Поломка оборудования,Высокий ARPU,VIP,CSI TD Обслуживание в КЦ оператора,2.08,1
8,137,775861,27,44,31,39,27,7946332,12,4,2023-04-11 11:54:06,15,4,2,-86.14857997391093,17.01503284655928,Проблема с сетью,Поломка оборудования,Низкий ARPU,VIP,CSI TD Качество голосовй связи,2.99,1
78,96,783795,437,10,15,48,54,6095747,18,9,2023-01-05 20:22:21,1,1,1,71.72096243880125,-67.70767011562259,Ошибка в счёте,Поломка оборудования,Высокий ARPU,Обычный,CSI TD Качество покрытия,0.58,1
48,89,711659,306,18,87,3,6,7370396,2,14,2023-11-30 19:11:22,48,11,4,86.04332390496253,-14.120782937937292,Некачественный сервис,Технические работы,Низкий ARPU,VIP,B2X NPS BU Общий CORE,2.03,1
47,24,529029,439,35,27,13,68,8158595,12,3,2023-07-29 03:00:58,30,7,3,59.47695055902267,-104.11132024831555,Ошибка в счёте,Технические работы,Низкий ARPU,Обычный,CSI TD Информирование,4.82,0
16,197,208828,385,16,19,65,49,4466529,19,17,2023-07-24 13:08:58,30,7,3,85.0288080314163,-179.07458534281534,Ошибка в счёте,Поломка оборудования,Высокий ARPU,Обычный,CSI TD Мобильное приложение,4.13,0
56,169,582941,276,44,14,83,77,8617400,5,5,2023-01-07 15:49:36,1,1,1,63.9330901399143,136.22423398902578,Ошибка в счёте,Технические работы,Низкий ARPU,Обычный,CSI TD Информирование,0.1,0
13,32,593168,446,39,58,73,4,9322135,16,18,2024-03-15 10:55:59,11,3,1,86.20124399993898,88.99053483421773,Проблема с сетью,Поломка оборудования,Низкий ARPU,VIP,B2C CSI МИ,2.24,1
98,75,893615,233,13,75,5,28,8590007,12,4,2023-07-03 10:26:41,27,7,3,26.5454810524607,91.01108563438191,Проблема с сетью,Технические работы,Низкий ARPU,VIP,B2X NPS BU Общий F&F,1.0,0
74,77,739763,149,29,85,38,46,7358795,11,4,2024-09-10 18:09:56,37,9,3,34.34104069581052,104.17453483188598,Проблема с сетью,Поломка оборудования,Низкий ARPU,Обычный,CSI TD Качество покрытия,0.33,1
89,65,982728,271,2,86,39,78,1271394,11,7,2024-07-14 07:27:53,28,7,3,23.820611443297153,-121.59077141161873,Ошибка в счёте,,Высокий ARPU,Обычный,NPS TD (невзвешено),2.28,1
81,81,133606,121,27,10,70,56,9324634,15,3,2023-12-22 03:09:57,51,12,4,64.28388445954837,172.277380975305,Ошибка в счёте,Поломка оборудования,Высокий ARPU,Обычный,NPS TD (невзвешено),4.62,1
86,137,457707,498,14,66,64,77,7137306,9,13,2024-06-15 12:15:34,24,6,2,65.5481638453169,27.300887541720158,Некачественный сервис,Поломка оборудования,Низкий ARPU,VIP,B2X NPS BU Общий CORE,2.69,1
77,98,427904,362,40,27,49,16,2771610,19,1,2024-09-22 07:13:24,38,9,3,-4.747177092288737,-176.5084477897543,Ошибка в счёте,Поломка оборудования,Низкий ARPU,Обычный,CSI TD Качество голосовй связи,2.77,1
57,130,863410,31,16,78,69,42,1866221,1,19,2024-05-03 04:41:10,18,5,2,55.64268119930594,-67.7772247147212,Проблема с сетью,Поломка оборудования,Высокий ARPU,VIP,B2X NPS BU Общий F&F,4.0,0
40,121,572971,459,47,61,89,39,8947060,18,17,2023-03-25 16:11:19,12,3,1,29.482788067399937,-83.27384238569869,Некачественный сервис,Технические работы,Низкий ARPU,VIP,CSI TD Тарифы и стоимость,4.07,0
50,21,521873,305,22,6,39,80,5969392,4,6,2023-12-20 10:03:35,51,12,4,19.4867103556454,-46.229816568213295,Ошибка в счёте,Технические работы,Высокий ARPU,VIP,B2C CSI Тарифа,2.25,0
64,55,959901,340,41,12,25,40,6139417,2,15,2024-05-02 09:46:05,18,5,2,3.522768251497226,163.90805220693636,Ошибка в счёте,,Высокий ARPU,VIP,B2X NPS BU Общий CORE,2.7,0
2,106,783102,40,14,64,66,31,5064789,19,10,2024-09-01 18:35:29,35,9,3,-49.284504573616594,26.959033867927303,Некачественный сервис,Поломка оборудования,Низкий ARPU,Обычный,B2C CSI МИ,4.04,1
40,89,161572,88,1,4,72,54,6669996,7,11,2023-03-12 21:21:55,10,3,1,44.56102658728409,66.79099597209762,Ошибка в счёте,Технические работы,Высокий ARPU,VIP,B2C CSI Качество Голос,3.1,0
18,14,968000,35,7,67,38,73,3860334,13,11,2024-09-29 16:25:17,39,9,3,-68.89369082169208,105.27401394861141,Некачественный сервис,Технические работы,Высокий ARPU,Обычный,CSI TD Качество покрытия,4.61,0
99,70,654482,131,18,54,11,15,290867,13,18,2024-07-15 06:39:35,29,7,3,-72.81996482657794,-22.776828142573436,Ошибка в счёте,Поломка оборудования,Высокий ARPU,VIP,B2C NPS BU Качество связи,0.6,1
21,76,704121,224,34,11,26,72,1945921,15,9,2023-02-22 09:09:54,8,2,1,-44.719224247538214,-133.12562835882505,Ошибка в счёте,Поломка оборудования,Высокий ARPU,Обычный,CSI TD Информирование,3.58,1
19,133,481450,305,35,57,89,14,4698290,17,9,2023-05-10 08:52:05,19,5,2,-65.76236869939109,-162.0943971916446,Проблема с сетью,Поломка оборудования,Высокий ARPU,VIP,B2C CSI Тарифа,3.81,1
53,117,333348,33,1,43,31,73,4930917,11,14,2024-12-13 10:08:50,50,12,4,-50.749772435762104,-118.94554366970152,Некачественный сервис,Поломка оборудования,,VIP,CSI TD Мобильное приложение,2.1,1
14,110,359955,295,23,39,50,20,5835220,1,11,2024-06-09 20:31:40,23,6,2,-82.6281627434265,-44.3471231904532,Проблема с сетью,Технические работы,Низкий ARPU,VIP,B2C CSI Тарифа,4.27,1
97,20,801940,339,25,6,37,51,9192540,3,1,2024-05-13 04:05:03,20,5,2,81.29343727365483,99.69177651590195,Некачественный сервис,Технические работы,Низкий ARPU,VIP,B2X NPS BU Общий,3.54,1
68,3,970886,208,49,77,50,36,4848226,10,5,2024-08-27 07:38:29,35,8,3,-18.55049994750196,-135.85364100413616,Некачественный сервис,Поломка оборудования,Низкий ARPU,Обычный,CSI TD Обслуживание в салоне,2.48,0
38,133,360240,199,14,84,25,73,9021508,4,8,2024-05-03 12:21:15,18,5,2,-3.3868316538326013,18.122509414612068,Ошибка в счёте,Технические работы,Высокий ARPU,VIP,CSI TD Тарифы и стоимость,3.52,0
41,84,205655,275,39,33,43,20,3436383,3,17,2023-12-15 04:09:35,50,12,4,60.81769221878841,125.71198903987624,Ошибка в счёте,Технические работы,Низкий ARPU,VIP,CSI TD Качество мобильного интернета,4.68,0
50,161,149141,94,34,29,50,63,7392551,11,10,2023-12-03 07:16:03,48,12,4,-53.50026115931826,115.58825605026237,Проблема с сетью,Технические работы,Низкий ARPU,VIP,B2C CSI МИ,0.51,0
23,96,834361,329,38,62,44,36,6765773,7,7,2024-06-20 04:06:28,25,6,2,-1.3773402709370544,-165.95207470578086,Ошибка в счёте,Технические работы,Высокий ARPU,Обычный,B2C CSI Качество Голос,0.71,1
81,16,923225,22,14,13,2,31,853004,7,8,2023-02-08 03:30:15,6,2,1,44.553899910329534,0.9715879457783956,Некачественный сервис,Технические работы,Низкий ARPU,VIP,CSI TD Обслуживание в салоне,3.59,0
93,123,711143,301,8,72,52,82,9139523,9,5,2024-04-09 10:18:06,15,4,2,42.04553518646583,-119.79706606835742,Проблема с сетью,Технические работы,Низкий ARPU,VIP,NPS TD (невзвешено),1.4,1
19,141,646889,473,3,13,76,80,7443293,11,5,2023-01-18 06:37:59,3,1,1,-15.251613744459306,126.96472276149427,Проблема с сетью,Технические работы,Высокий ARPU,VIP,NPS TD (невзвешено),0.86,0
40,89,179446,399,19,80,42,41,7342233,14,6,2024-06-07 14:17:57,23,6,2,-71.23694780894526,96.62446965461925,Ошибка в счёте,Технические работы,Низкий ARPU,VIP,B2X NPS BU Общий,4.89,0
63,53,962211,173,39,45,63,89,3515207,13,4,2024-11-17 00:57:42,46,11,4,-27.030449665786506,126.80796789418866,Проблема с сетью,Поломка оборудования,Высокий ARPU,Обычный,B2X NPS BU Общий F&F,4.28,0
55,58,862390,431,13,30,20,66,2260580,8,18,2023-10-04 03:47:50,40,10,4,44.98551490856764,-118.06737215887901,Некачественный сервис,Поломка оборудования,Высокий ARPU,Обычный,CSI TD Тарифы и стоимость,3.08,0
34,133,920867,83,17,8,23,7,2317990,1,9,2023-01-28 19:24:26,4,1,1,28.63905064965948,8.31130332661121,Ошибка в счёте,Поломка оборудования,Низкий ARPU,Обычный,NPS TD,4.56,0
53,161,510965,495,24,40,51,27,637177,11,7,2023-06-17 08:40:00,24,6,2,18.730488739128845,-147.37507529796954,Проблема с сетью,Поломка оборудования,Высокий ARPU,Обычный,NPS TD,4.93,0
40,151,907252,106,44,47,54,52,5502125,14,14,2024-05-17 12:52:56,20,5,2,59.27577478016843,-56.45103902398404,Проблема с сетью,Поломка оборудования,Низкий ARPU,VIP,B2X NPS BU Общий F&F,4.52,0
72,40,882159,166,12,73,37,23,5864548,12,9,2023-01-21 16:24:28,3,1,1,77.27781783472619,-31.900685460520094,Ошибка в счёте,Технические работы,Высокий ARPU,VIP,CSI TD Качество мобильного интернета,2.63,0
82,124,457124,128,37,25,72,24,5660134,3,14,2024-05-05 02:38:59,18,5,2,79.89830451007006,91.23131620286085,Ошибка в счёте,Технические работы,Высокий ARPU,Обычный,NPS TD (невзвешено),1.14,0
13,29,236930,480,14,69,55,67,8426573,9,12,2024-08-06 01:47:03,32,8,3,79.04463476700346,3.4205672876593383,Ошибка в счёте,Поломка оборудования,Высокий ARPU,VIP,B2C CSI Тарифа,3.22,0
15,161,208196,73,46,58,19,68,7449702,8,11,2024-10-19 13:09:51,42,10,4,-81.51301051343324,-103.5493886696389,Проблема с сетью,Технические работы,Низкий ARPU,Обычный,CSI TD Тарифы и стоимость,1.9,1
34,72,398759,67,2,21,24,37,2565810,6,18,2023-05-07 06:45:13,18,5,2,62.80365203607161,-21.73778967667252,Проблема с сетью,Поломка оборудования,Низкий ARPU,VIP,CSI TD Качество покрытия,0.28,1
66,30,503787,275,40,83,50,74,504542,15,4,2024-06-04 10:31:20,23,6,2,21.544594604734968,-122.09568595233584,Проблема с сетью,Поломка оборудования,Высокий ARPU,Обычный,CSI TD Качество мобильного интернета,3.28,0
61,88,944599,70,17,81,81,75,5235482,11,5,2024-04-05 03:50:07,14,4,2,-52.16223290625648,90.5590045736077,Ошибка в счёте,Технические работы,Низкий ARPU,Обычный,CSI TD Тарифы и стоимость,0.39,1
41,133,978145,235,13,9,68,6,6462745,9,12,2023-05-30 15:43:13,22,5,2,58.52443047489493,103.40755732002134,Ошибка в счёте,Технические работы,Низкий ARPU,VIP,NPS TD (невзвешено),0.61,1
96,72,315174,227,44,57,62,6,9425292,18,3,2023-01-30 08:20:55,5,1,1,82.96311304738953,-135.54055860392265,,Поломка оборудования,Высокий ARPU,Обычный,CSI TD Тарифы и стоимость,1.47,0
50,186,743530,297,41,57,5,35,2306433,7,3,2024-12-30 18:16:38,1,12,4,89.44517498701953,152.2637089151301,Некачественный сервис,Технические работы,Низкий ARPU,Обычный,CSI TD Информирование,0.94,1
6,154,671582,68,47,26,51,88,3042851,11,12,2023-12-01 00:33:25,48,12,4,55.21052276761523,8.765498610924169,,Поломка оборудования,Низкий ARPU,Обычный,CSI TD Обслуживание в салоне,3.66,0
49,143,434506,443,31,19,10,66,7687701,16,6,2023-12-17 12:55:14,50,12,4,-2.236232695830907,105.38943189133198,Некачественный сервис,Технические работы,Высокий ARPU,Обычный,CSI TD Обслуживание в КЦ оператора,1.32,0
72,115,306129,119,17,50,30,77,7870832,12,9,2024-05-09 18:53:34,19,5,2,-28.98215820292274,6.847239986924251,Проблема с сетью,Поломка оборудования,Высокий ARPU,Обычный,B2X NPS BU Общий F&F,0.99,1
99,107,648591,52,10,72,5,10,3730615,12,6,2023-10-31 18:24:50,44,10,4,54.66376446110894,47.71956258906667,Проблема с сетью,Поломка оборудования,Высокий ARPU,Обычный,CSI TD Мобильное приложение,0.23,0
30,159,328150,361,42,30,27,1,7151355,14,13,2023-01-11 22:31:05,2,1,1,-40.85010657923415,50.032861413288,Проблема с сетью,Поломка оборудования,Высокий ARPU,VIP,NPS TD (невзвешено),0.35,1
16,183,685368,185,47,48,32,11,6772336,15,16,2024-11-07 05:22:21,45,11,4,22.48100246011269,179.97196440056706,Ошибка в счёте,Технические работы,Низкий ARPU,VIP,B2X NPS BU Общий,0.75,1
69,194,446126,2,23,21,57,70,7469744,19,15,2023-01-04 23:38:05,1,1,1,21.40902143285703,-147.13508764176956,Некачественный сервис,Технические работы,Высокий ARPU,Обычный,CSI TD Информирование,2.14,1
97,58,905552,408,45,33,66,47,3348837,4,4,2023-06-05 04:17:05,23,6,2,47.9377806534051,161.6201629445024,Ошибка в счёте,Технические работы,Высокий ARPU,Обычный,B2X NPS BU Общий,2.63,0
10,61,320777,370,40,72,38,74,6333260,6,18,2023-11-16 16:08:28,46,11,4,29.566123581034617,-39.33928992432371,Проблема с сетью,Технические работы,Низкий ARPU,Обычный,CSI TD Обслуживание в салоне,4.92,0
74,165,349142,223,43,63,53,77,1226208,9,5,2023-10-08 15:21:00,40,10,4,57.35737342040966,160.24401639115626,Проблема с сетью,Технические работы,Высокий ARPU,Обычный,B2C CSI Качество Голос,4.13,0
91,28,814976,38,40,34,22,2,2037585,16,6,2024-02-19 04:45:44,8,2,1,-80.0767867950477,-170.5674762268725,Проблема с сетью,Технические работы,Высокий ARPU,Обычный,B2X NPS BU Общий F&F,3.15,1
18,153,563009,363,9,46,35,15,7518085,11,4,2023-06-04 05:52:18,22,6,2,-9.714380017262869,43.74122742966401,Проблема с сетью,Технические работы,Низкий ARPU,VIP,B2C CSI Качество Голос,2.05,0
35,68,660447,143,13,68,53,65,5893107,6,13,2024-09-05 13:32:24,36,9,3,79.46528008589306,-81.08653055356787,Ошибка в счёте,Технические работы,Низкий ARPU,Обычный,CSI TD Обслуживание в КЦ оператора,0.58,1
88,78,331107,16,49,80,28,8,7717280,5,17,2023-02-25 11:03:17,8,2,1,-63.95229958537524,-12.721456171775486,Ошибка в счёте,Технические работы,Низкий ARPU,Обычный,B2C CSI МИ,1.79,1
67,185,422575,490,29,80,34,23,6207973,13,17,2023-06-29 18:18:50,26,6,2,-23.40745709454478,-69.1683648502489,Ошибка в счёте,Поломка оборудования,Низкий ARPU,VIP,CSI TD Информирование,0.92,1
83,113,320349,26,31,75,79,31,6883022,12,10,2024-02-25 01:22:38,8,2,1,-78.87956598471986,-163.16808481364382,Некачественный сервис,Технические работы,Низкий ARPU,VIP,B2C CSI Качество Голос,0.71,1
92,76,116968,135,6,45,5,61,730619,19,1,2024-03-11 18:24:40,11,3,1,-9.329601549522224,-29.584313916638735,Ошибка в счёте,Технические работы,Низкий ARPU,VIP,B2C NPS BU Качество связи,3.49,0
19,5,645403,96,9,35,25,48,68742,2,12,2023-07-24 20:01:37,30,7,3,81.07833041645404,123.87853595797714,Некачественный сервис,Технические работы,Низкий ARPU,VIP,CSI TD Качество покрытия,1.76,1
49,143,284669,208,45,30,71,28,8359411,13,3,2024-07-27 13:49:03,30,7,3,-58.522514261412766,-78.93693487430323,Проблема с сетью,Технические работы,Низкий ARPU,Обычный,CSI TD Информирование,4.49,0
4,52,705799,10,39,3,80,21,3146644,13,1,2023-01-28 04:43:44,4,1,1,11.058063408874972,-175.13969742047743,Проблема с сетью,Поломка оборудования,Высокий ARPU,VIP,NPS TD,3.19,1
24,159,635598,262,5,39,5,3,694448,2,3,2023-09-02 18:48:45,35,9,3,48.96335389776024,99.86717906378516,Ошибка в счёте,Технические работы,Низкий ARPU,Обычный,CSI TD Качество мобильного интернета,1.58,1
29,2,517671,414,30,19,4,75,7513599,6,18,2024-11-18 06:30:14,47,11,4,48.067925600622175,125.9965687005863,Некачественный сервис,Поломка оборудования,Высокий ARPU,VIP,CSI TD Качество мобильного интернета,2.18,0
76,17,256014,11,8,52,1,75,1305794,4,7,2024-10-15 23:50:17,42,10,4,-72.19027131941394,-33.709755347772074,Некачественный сервис,Поломка оборудования,Высокий ARPU,VIP,CSI TD Обслуживание в салоне,2.83,1
39,108,942991,255,44,7,46,6,2164384,3,4,2024-05-04 02:04:48,18,5,2,19.162843273673786,47.78282496852174,Ошибка в счёте,Поломка оборудования,Низкий ARPU,Обычный,CSI TD Обслуживание в КЦ оператора,2.4,0
46,164,159949,472,18,5,34,17,6699618,17,5,2024-08-03 23:49:00,31,8,3,-49.19742680960368,131.5237770811732,Проблема с сетью,Технические работы,Низкий ARPU,VIP,CSI TD Обслуживание в КЦ оператора,3.99,1
72,147,438920,47,29,10,46,60,4269967,10,12,2023-11-16 06:22:17,46,11,4,-67.33848137951976,-63.78406217107245,Проблема с сетью,Поломка оборудования,Высокий ARPU,VIP,B2X NPS BU Общий CORE,4.39,1
29,166,351119,110,17,54,75,5,840522,2,14,2023-05-15 16:16:21,20,5,2,-73.82050437659277,-32.436609430519866,Некачественный сервис,Поломка оборудования,Низкий ARPU,Обычный,CSI TD Качество покрытия,4.29,1
54,125,357032,478,15,7,11,69,3773605,6,3,2023-08-09 03:32:28,32,8,3,35.9938334832232,-136.99293759724787,Некачественный сервис,Технические работы,,Обычный,CSI TD Обслуживание в салоне,2.68,0
68,114,602262,475,44,36,78,40,1259884,3,19,2024-10-09 20:49:44,41,10,4,56.74628583966424,140.60432670298115,Некачественный сервис,Технические работы,Высокий ARPU,Обычный,CSI TD Качество голосовй связи,2.4,1
55,162,880614,377,40,3,77,51,7230852,15,16,2023-05-21 11:22:51,20,5,2,-4.547536132528549,156.863790738535,Ошибка в счёте,Поломка оборудования,Высокий ARPU,VIP,CSI TD Обслуживание в салоне,3.69,1
59,95,563167,369,39,63,29,83,7554416,9,19,2024-01-14 18:03:21,2,1,1,-70.8841166676608,-17.463287402713092,Некачественный сервис,Поломка оборудования,Высокий ARPU,Обычный,B2C NPS BU Качество связи,0.75,1
19,119,413598,406,41,24,2,89,8362865,6,6,2024-03-01 04:25:33,9,3,1,43.09201065776378,-160.68111112616054,Проблема с сетью,Технические работы,Низкий ARPU,VIP,B2C NPS BU Качество связи,0.78,0
9,101,432999,172,45,39,85,53,623075,16,8,2023-06-27 10:23:24,26,6,2,19.53331993740585,160.6052067401293,Проблема с сетью,Технические работы,Высокий ARPU,VIP,B2X NPS BU Общий CORE,0.43,0
