SUBCAT_PYRAMID_NAME,DESCRIPTION,CAT_PYRAMID_NAME,FILIAL_ID,FULL_NAME,FLAG_LOCAL_GENERAL,SNAP_DATE_DAY
Высокий ARPU,Некачественный сервис,VIP,12,Поломка оборудования,1,2024-04-11
Высокий ARPU,Проблема с сетью,VIP,5,Технические работы,1,2024-07-26
Высокий ARPU,Проблема с сетью,Обычный,19,Технические работы,0,2023-03-29
Низкий ARPU,Ошибка в счёте,VIP,7,,1,2023-01-10
Высокий ARPU,Некачественный сервис,Обычный,6,Поломка оборудования,0,2024-08-23
Высокий ARPU,Проблема с сетью,VIP,6,Технические работы,0,2023-07-07
Высокий ARPU,Некачественный сервис,Обычный,14,Технические работы,1,2024-06-28
Высокий ARPU,Проблема с сетью,VIP,1,Технические работы,1,2024-10-20
Высокий ARPU,Ошибка в счёте,VIP,1,Поломка оборудования,1,2024-03-22
Высокий ARPU,Проблема с сетью,Обычный,1,Поломка оборудования,0,2024-07-21
Высокий ARPU,Ошибка в счёте,VIP,12,Поломка оборудования,0,2023-06-29
Низкий ARPU,Ошибка в счёте,Обычный,12,Технические работы,0,2024-10-09
Высокий ARPU,Ошибка в счёте,VIP,3,Технические работы,0,2023-04-12
Низкий ARPU,,VIP,9,Технические работы,1,2024-10-17
Низкий ARPU,Ошибка в счёте,VIP,11,Поломка оборудования,1,2023-01-27
Низкий ARPU,Проблема с сетью,VIP,5,Поломка оборудования,0,2024-03-30
Низкий ARPU,Некачественный сервис,VIP,15,Поломка оборудования,1,2024-03-09
Низкий ARPU,Некачественный сервис,Обычный,11,Поломка оборудования,0,2023-03-26
Низкий ARPU,Некачественный сервис,VIP,17,Технические работы,1,2023-03-21
Высокий ARPU,Ошибка в счёте,VIP,4,Поломка оборудования,1,2023-03-25
Высокий ARPU,Проблема с сетью,VIP,7,Поломка оборудования,0,2024-09-01
Высокий ARPU,Некачественный сервис,VIP,17,Поломка оборудования,1,2023-03-20
Низкий ARPU,Ошибка в счёте,Обычный,3,Поломка оборудования,0,2024-01-10
Низкий ARPU,Проблема с сетью,VIP,10,Поломка оборудования,0,2024-08-31
Высокий ARPU,Ошибка в счёте,Обычный,13,Технические работы,1,2023-12-22
Высокий ARPU,Некачественный сервис,VIP,2,Поломка оборудования,0,2023-09-11
Высокий ARPU,Некачественный сервис,VIP,14,Поломка оборудования,1,2024-09-27
Низкий ARPU,Проблема с сетью,VIP,7,Поломка оборудования,1,2024-03-10
Низкий ARPU,Некачественный сервис,Обычный,10,Технические работы,1,2023-06-15
Низкий ARPU,Некачественный сервис,Обычный,4,Технические работы,1,2023-11-22
Низкий ARPU,Ошибка в счёте,Обычный,19,Поломка оборудования,1,2024-10-28
Высокий ARPU,Проблема с сетью,Обычный,9,Поломка оборудования,1,2023-07-19
Низкий ARPU,Ошибка в счёте,Обычный,2,Технические работы,1,2024-03-07
Низкий ARPU,Некачественный сервис,Обычный,11,Поломка оборудования,0,2024-10-05
Высокий ARPU,Проблема с сетью,Обычный,11,Поломка оборудования,1,2023-01-02
Высокий ARPU,Некачественный сервис,Обычный,14,Технические работы,0,2023-02-06
Низкий ARPU,Ошибка в счёте,VIP,6,Поломка оборудования,0,2024-07-05
Высокий ARPU,Некачественный сервис,VIP,12,Технические работы,0,2024-04-09
Низкий ARPU,Проблема с сетью,VIP,1,Поломка оборудования,1,2024-08-19
Высокий ARPU,Некачественный сервис,VIP,3,Технические работы,1,2024-08-22
Низкий ARPU,Проблема с сетью,Обычный,16,Технические работы,1,2024-07-03
Низкий ARPU,Проблема с сетью,,5,Поломка оборудования,0,2023-03-31
Высокий ARPU,Проблема с сетью,Обычный,11,Технические работы,0,2023-10-13
Низкий ARPU,Некачественный сервис,Обычный,15,Технические работы,1,2023-05-16
Высокий ARPU,Ошибка в счёте,VIP,18,Поломка оборудования,1,2024-10-17
Низкий ARPU,Ошибка в счёте,VIP,14,Поломка оборудования,1,2024-05-05
Низкий ARPU,Проблема с сетью,Обычный,7,Технические работы,1,2023-11-06
Высокий ARPU,Проблема с сетью,Обычный,7,Технические работы,1,2024-10-09
Высокий ARPU,Проблема с сетью,VIP,2,Поломка оборудования,0,2023-05-19
Низкий ARPU,Проблема с сетью,Обычный,9,Технические работы,1,2024-03-05
Высокий ARPU,,VIP,10,Технические работы,1,2024-09-13
Низкий ARPU,Проблема с сетью,VIP,17,Поломка оборудования,0,2024-04-19
Высокий ARPU,Некачественный сервис,Обычный,15,Технические работы,0,2023-01-23
Низкий ARPU,Некачественный сервис,,5,Технические работы,1,2024-02-20
Низкий ARPU,Некачественный сервис,VIP,3,Технические работы,0,2024-03-21
Высокий ARPU,Проблема с сетью,VIP,3,Технические работы,1,2023-05-07
Низкий ARPU,Ошибка в счёте,Обычный,9,Технические работы,0,2023-01-19
,Проблема с сетью,,4,Технические работы,0,2023-08-30
Высокий ARPU,Ошибка в счёте,VIP,5,Поломка оборудования,0,2023-01-08
Высокий ARPU,Некачественный сервис,VIP,5,Технические работы,1,2024-04-19
Низкий ARPU,Некачественный сервис,,16,Технические работы,0,2024-12-01
Низкий ARPU,Некачественный сервис,VIP,11,Технические работы,1,2024-10-08
Высокий ARPU,Проблема с сетью,,1,Технические работы,1,2023-03-22
Низкий ARPU,Некачественный сервис,Обычный,8,Технические работы,1,2024-06-20
Низкий ARPU,Некачественный сервис,Обычный,6,Поломка оборудования,1,2024-10-08
Низкий ARPU,Некачественный сервис,VIP,8,Технические работы,0,2023-09-03
Высокий ARPU,Некачественный сервис,Обычный,8,Технические работы,0,2024-06-20
Высокий ARPU,Проблема с сетью,VIP,7,Технические работы,0,2024-05-28
Высокий ARPU,Ошибка в счёте,Обычный,9,Поломка оборудования,0,2024-04-26
Высокий ARPU,,VIP,3,Поломка оборудования,1,2024-04-13
Высокий ARPU,Ошибка в счёте,Обычный,12,Поломка оборудования,1,2024-10-14
Низкий ARPU,Некачественный сервис,VIP,11,Технические работы,1,2024-02-27
Высокий ARPU,Проблема с сетью,Обычный,15,Поломка оборудования,1,2023-06-02
Высокий ARPU,Некачественный сервис,VIP,11,Поломка оборудования,0,2023-12-19
Низкий ARPU,Некачественный сервис,VIP,16,Поломка оборудования,0,2023-04-10
Низкий ARPU,Ошибка в счёте,Обычный,7,Поломка оборудования,1,2023-08-16
Высокий ARPU,Некачественный сервис,VIP,10,Поломка оборудования,1,2024-03-01
Низкий ARPU,Проблема с сетью,Обычный,7,,0,2023-04-25
Низкий ARPU,Ошибка в счёте,Обычный,8,Поломка оборудования,1,2024-04-28
Низкий ARPU,Проблема с сетью,VIP,6,Технические работы,1,2024-01-07
Высокий ARPU,Проблема с сетью,Обычный,14,Технические работы,1,2023-10-06
Низкий ARPU,Некачественный сервис,Обычный,17,Технические работы,1,2024-01-31
Высокий ARPU,Ошибка в счёте,VIP,2,Поломка оборудования,0,2023-01-07
Низкий ARPU,Проблема с сетью,,1,Технические работы,0,2024-04-01
Низкий ARPU,Проблема с сетью,VIP,19,Технические работы,1,2023-11-14
Низкий ARPU,Некачественный сервис,Обычный,15,Технические работы,1,2024-02-09
Низкий ARPU,Некачественный сервис,Обычный,10,Поломка оборудования,1,2024-12-03
Низкий ARPU,Проблема с сетью,Обычный,17,Технические работы,1,2023-09-25
Низкий ARPU,,Обычный,8,Поломка оборудования,1,2024-09-27
Низкий ARPU,Ошибка в счёте,Обычный,11,Поломка оборудования,0,2024-03-06
Низкий ARPU,Проблема с сетью,VIP,2,Поломка оборудования,1,2024-05-04
Низкий ARPU,Проблема с сетью,VIP,10,Поломка оборудования,1,2024-02-09
Низкий ARPU,Ошибка в счёте,Обычный,16,Поломка оборудования,0,2024-06-27
Высокий ARPU,Некачественный сервис,VIP,3,Технические работы,0,2023-05-10
Низкий ARPU,Ошибка в счёте,Обычный,7,Поломка оборудования,0,2024-02-22
Низкий ARPU,Ошибка в счёте,VIP,17,Поломка оборудования,0,2024-07-12
Низкий ARPU,Проблема с сетью,VIP,11,Поломка оборудования,1,2023-03-22
Низкий ARPU,Некачественный сервис,VIP,4,Технические работы,0,2023-01-21
Высокий ARPU,Проблема с сетью,Обычный,6,Технические работы,1,2023-03-09
Низкий ARPU,Некачественный сервис,VIP,19,Технические работы,0,2024-08-11
Высокий ARPU,Проблема с сетью,VIP,6,Технические работы,1,2023-10-13
Низкий ARPU,Ошибка в счёте,Обычный,11,Технические работы,0,2023-02-24
Низкий ARPU,Некачественный сервис,Обычный,7,Поломка оборудования,0,2023-06-08
Низкий ARPU,Проблема с сетью,Обычный,18,Технические работы,1,2023-08-03
Низкий ARPU,Некачественный сервис,Обычный,2,Поломка оборудования,0,2024-03-04
Высокий ARPU,Проблема с сетью,Обычный,5,Технические работы,1,2023-01-03
Высокий ARPU,Некачественный сервис,VIP,18,Технические работы,0,2023-01-03
Высокий ARPU,Ошибка в счёте,VIP,16,Технические работы,1,2024-12-13
Высокий ARPU,Проблема с сетью,Обычный,13,Поломка оборудования,0,2024-10-04
Высокий ARPU,Проблема с сетью,Обычный,11,Технические работы,1,2024-03-05
Высокий ARPU,Проблема с сетью,VIP,17,Поломка оборудования,1,2024-01-14
Низкий ARPU,Ошибка в счёте,VIP,2,Технические работы,1,2023-09-02
Высокий ARPU,Ошибка в счёте,VIP,9,Поломка оборудования,0,2023-05-12
Высокий ARPU,Проблема с сетью,VIP,5,Технические работы,1,2023-12-23
Высокий ARPU,Ошибка в счёте,VIP,8,Поломка оборудования,0,2023-08-18
Низкий ARPU,Проблема с сетью,VIP,19,Технические работы,1,2023-01-16
Низкий ARPU,Некачественный сервис,VIP,7,Технические работы,1,2023-08-01
Высокий ARPU,Проблема с сетью,Обычный,5,Поломка оборудования,1,2024-02-23
Высокий ARPU,Ошибка в счёте,Обычный,4,Поломка оборудования,1,2023-05-11
Высокий ARPU,Проблема с сетью,VIP,9,Поломка оборудования,1,2023-05-14
Низкий ARPU,Проблема с сетью,Обычный,6,Поломка оборудования,0,2024-10-17
Низкий ARPU,Ошибка в счёте,Обычный,5,Технические работы,1,2024-02-22
Низкий ARPU,Ошибка в счёте,Обычный,10,Поломка оборудования,0,2024-01-15
Высокий ARPU,Некачественный сервис,Обычный,15,Технические работы,1,2023-01-18
Низкий ARPU,Ошибка в счёте,Обычный,18,Поломка оборудования,1,2023-01-06
Высокий ARPU,Ошибка в счёте,Обычный,5,Поломка оборудования,1,2024-02-15
Низкий ARPU,Ошибка в счёте,Обычный,19,Технические работы,1,2023-10-04
Низкий ARPU,Ошибка в счёте,Обычный,15,Технические работы,0,2023-04-21
Высокий ARPU,Некачественный сервис,VIP,9,,1,2023-11-11
Высокий ARPU,Ошибка в счёте,Обычный,10,Технические работы,0,2023-09-26
Низкий ARPU,Ошибка в счёте,VIP,18,Поломка оборудования,1,2023-11-29
Высокий ARPU,Проблема с сетью,VIP,4,Поломка оборудования,1,2023-07-27
Высокий ARPU,Некачественный сервис,VIP,14,Технические работы,0,2024-01-12
Высокий ARPU,Проблема с сетью,VIP,1,Технические работы,0,2023-04-23
Высокий ARPU,Некачественный сервис,Обычный,13,Поломка оборудования,1,2023-12-11
Высокий ARPU,Некачественный сервис,Обычный,3,Технические работы,1,2024-07-12
Низкий ARPU,Некачественный сервис,VIP,3,Технические работы,0,2024-12-26
Низкий ARPU,Ошибка в счёте,VIP,13,Технические работы,1,2024-12-12
Низкий ARPU,Некачественный сервис,,12,Технические работы,0,2023-03-12
Низкий ARPU,Ошибка в счёте,VIP,9,Поломка оборудования,0,2023-06-17
Высокий ARPU,Проблема с сетью,VIP,11,Технические работы,1,2023-04-11
Низкий ARPU,Проблема с сетью,VIP,9,Технические работы,0,2024-06-21
Высокий ARPU,Некачественный сервис,VIP,13,Поломка оборудования,1,2024-07-15
Низкий ARPU,Ошибка в счёте,VIP,7,Поломка оборудования,1,2024-07-27
Низкий ARPU,Некачественный сервис,VIP,4,Поломка оборудования,1,2023-10-27
Высокий ARPU,Проблема с сетью,VIP,17,Технические работы,0,2023-05-11
Низкий ARPU,Ошибка в счёте,Обычный,14,Технические работы,0,2023-03-25
Низкий ARPU,Проблема с сетью,Обычный,4,Технические работы,1,2023-06-17
Низкий ARPU,Ошибка в счёте,Обычный,19,Технические работы,1,2023-03-12
Высокий ARPU,Некачественный сервис,Обычный,10,Поломка оборудования,1,2024-12-10
Высокий ARPU,Ошибка в счёте,Обычный,1,Технические работы,0,2024-07-01
Низкий ARPU,Ошибка в счёте,Обычный,7,Технические работы,0,2024-06-05
,Проблема с сетью,VIP,19,Технические работы,1,2023-04-21
Высокий ARPU,Ошибка в счёте,Обычный,14,Технические работы,0,2023-05-29
Высокий ARPU,Некачественный сервис,VIP,4,Технические работы,1,2024-06-22
Низкий ARPU,Ошибка в счёте,VIP,10,Технические работы,0,2024-11-10
Высокий ARPU,Ошибка в счёте,VIP,13,Технические работы,0,2023-11-15
Высокий ARPU,Некачественный сервис,Обычный,12,Поломка оборудования,0,2024-12-18
Высокий ARPU,Проблема с сетью,VIP,2,Технические работы,0,2023-10-01
Высокий ARPU,Проблема с сетью,Обычный,18,Технические работы,1,2023-04-25
Высокий ARPU,Проблема с сетью,VIP,2,Технические работы,1,2023-12-12
Низкий ARPU,Некачественный сервис,Обычный,19,Технические работы,0,2024-05-31
Высокий ARPU,Ошибка в счёте,VIP,18,Поломка оборудования,0,2024-08-22
Высокий ARPU,Ошибка в счёте,Обычный,2,Технические работы,0,2024-09-05
Низкий ARPU,Некачественный сервис,Обычный,15,Технические работы,1,2023-05-30
Высокий ARPU,Некачественный сервис,Обычный,10,Технические работы,1,2024-04-11
Низкий ARPU,Некачественный сервис,VIP,4,Поломка оборудования,1,2023-06-26
Высокий ARPU,Проблема с сетью,Обычный,17,Технические работы,0,2023-12-22
Низкий ARPU,Проблема с сетью,VIP,14,Поломка оборудования,1,2024-02-10
Высокий ARPU,Ошибка в счёте,VIP,17,Поломка оборудования,1,2024-03-04
Низкий ARPU,Некачественный сервис,VIP,3,Технические работы,1,2023-06-06
Низкий ARPU,Ошибка в счёте,Обычный,2,Поломка оборудования,1,2023-11-02
Низкий ARPU,Проблема с сетью,VIP,7,Технические работы,0,2023-02-17
Высокий ARPU,Ошибка в счёте,Обычный,12,Поломка оборудования,0,2024-11-26
Высокий ARPU,Проблема с сетью,VIP,1,Технические работы,1,2024-06-12
Низкий ARPU,Некачественный сервис,VIP,8,Технические работы,1,2024-11-30
,Некачественный сервис,Обычный,4,Технические работы,0,2024-05-06
Высокий ARPU,Проблема с сетью,VIP,13,Технические работы,0,2024-03-17
Высокий ARPU,Ошибка в счёте,VIP,13,Технические работы,1,2023-08-27
Высокий ARPU,Проблема с сетью,VIP,2,Технические работы,0,2023-10-08
Низкий ARPU,Проблема с сетью,Обычный,1,Технические работы,1,2024-12-04
Низкий ARPU,Некачественный сервис,VIP,1,Поломка оборудования,0,2024-04-08
Высокий ARPU,Некачественный сервис,VIP,5,Поломка оборудования,0,2023-09-11
Высокий ARPU,Некачественный сервис,Обычный,14,Технические работы,1,2023-03-07
Низкий ARPU,Некачественный сервис,VIP,5,Технические работы,1,2024-04-22
Высокий ARPU,Проблема с сетью,Обычный,18,Технические работы,0,2024-12-27
Низкий ARPU,Ошибка в счёте,Обычный,6,Технические работы,1,2023-08-20
Высокий ARPU,Ошибка в счёте,Обычный,2,Технические работы,1,2023-12-18
Низкий ARPU,Ошибка в счёте,Обычный,11,Технические работы,1,2023-12-30
Высокий ARPU,Ошибка в счёте,Обычный,9,Поломка оборудования,1,2024-01-25
Высокий ARPU,Ошибка в счёте,VIP,14,Технические работы,0,2023-12-06
Высокий ARPU,Ошибка в счёте,Обычный,3,Поломка оборудования,0,2023-01-02
Низкий ARPU,Проблема с сетью,VIP,5,Поломка оборудования,1,2024-03-07
Низкий ARPU,Проблема с сетью,Обычный,9,Технические работы,1,2023-09-12
Низкий ARPU,Ошибка в счёте,Обычный,17,Поломка оборудования,1,2023-01-27
Высокий ARPU,Проблема с сетью,Обычный,10,Технические работы,0,2024-02-15
Низкий ARPU,Проблема с сетью,Обычный,18,Поломка оборудования,1,2024-03-21
Низкий ARPU,Ошибка в счёте,Обычный,12,Технические работы,0,2024-06-24
Низкий ARPU,Ошибка в счёте,VIP,16,Технические работы,1,2024-06-06
Низкий ARPU,Проблема с сетью,Обычный,1,Технические работы,0,2023-10-12
Высокий ARPU,Ошибка в счёте,Обычный,19,Технические работы,1,2024-12-28
Низкий ARPU,Проблема с сетью,Обычный,15,Поломка оборудования,1,2023-08-26
Низкий ARPU,Проблема с сетью,Обычный,9,Поломка оборудования,1,2023-03-20
Высокий ARPU,Ошибка в счёте,Обычный,19,Поломка оборудования,1,2024-08-28
Низкий ARPU,Некачественный сервис,VIP,9,Поломка оборудования,1,2024-11-29
Высокий ARPU,Некачественный сервис,VIP,15,Технические работы,1,2023-03-23
Высокий ARPU,Проблема с сетью,VIP,11,Технические работы,1,2023-12-28
Высокий ARPU,Некачественный сервис,Обычный,14,Поломка оборудования,1,2024-03-28
Высокий ARPU,Ошибка в счёте,Обычный,5,Поломка оборудования,1,2023-01-30
Высокий ARPU,Проблема с сетью,VIP,10,Поломка оборудования,1,2023-06-25
Низкий ARPU,Ошибка в счёте,Обычный,10,Поломка оборудования,1,2024-02-07
Высокий ARPU,Проблема с сетью,VIP,17,Поломка оборудования,1,2023-07-20
Низкий ARPU,Некачественный сервис,VIP,8,Технические работы,0,2024-08-09
Низкий ARPU,Некачественный сервис,VIP,9,Технические работы,1,2023-02-07
Высокий ARPU,Некачественный сервис,Обычный,3,Поломка оборудования,0,2023-09-09
Низкий ARPU,Ошибка в счёте,VIP,18,Технические работы,0,2024-03-12
Низкий ARPU,Некачественный сервис,VIP,2,Поломка оборудования,1,2024-02-21
Высокий ARPU,Проблема с сетью,VIP,14,Технические работы,0,2024-08-06
Низкий ARPU,Проблема с сетью,VIP,13,Поломка оборудования,0,2023-10-14
Высокий ARPU,Некачественный сервис,Обычный,9,Технические работы,0,2023-11-16
Высокий ARPU,Некачественный сервис,Обычный,4,Технические работы,1,2024-04-26
Низкий ARPU,Проблема с сетью,VIP,1,Поломка оборудования,0,2024-11-15
Высокий ARPU,Ошибка в счёте,Обычный,4,Поломка оборудования,0,2024-05-06
Низкий ARPU,Некачественный сервис,VIP,13,Технические работы,0,2024-09-07
Низкий ARPU,Ошибка в счёте,VIP,15,Поломка оборудования,0,2023-02-21
Низкий ARPU,Проблема с сетью,VIP,15,Поломка оборудования,1,2023-07-10
Низкий ARPU,Проблема с сетью,VIP,16,Технические работы,0,2024-12-22
Низкий ARPU,Проблема с сетью,VIP,5,Технические работы,1,2024-07-10
Низкий ARPU,Проблема с сетью,Обычный,6,Технические работы,0,2024-01-16
,Некачественный сервис,VIP,8,Технические работы,1,2023-05-13
Низкий ARPU,Ошибка в счёте,VIP,18,Поломка оборудования,1,2024-08-03
Высокий ARPU,Некачественный сервис,Обычный,6,Технические работы,0,2023-04-01
Высокий ARPU,Ошибка в счёте,Обычный,3,Поломка оборудования,1,2024-04-15
Высокий ARPU,Проблема с сетью,VIP,16,Поломка оборудования,0,2024-07-12
Низкий ARPU,Проблема с сетью,VIP,14,Технические работы,1,2024-07-03
Высокий ARPU,Ошибка в счёте,Обычный,12,Технические работы,0,2024-02-24
Низкий ARPU,Ошибка в счёте,VIP,10,Поломка оборудования,1,2024-01-13
,Ошибка в счёте,Обычный,10,Технические работы,1,2023-07-12
Низкий ARPU,Некачественный сервис,VIP,16,Технические работы,0,2024-10-10
Высокий ARPU,Ошибка в счёте,VIP,3,Поломка оборудования,0,2024-03-04
Высокий ARPU,Некачественный сервис,VIP,13,Технические работы,0,2024-03-02
Низкий ARPU,Ошибка в счёте,Обычный,1,Поломка оборудования,1,2023-11-17
Высокий ARPU,Ошибка в счёте,VIP,12,Поломка оборудования,0,2023-06-28
Низкий ARPU,Проблема с сетью,Обычный,16,Поломка оборудования,0,2023-03-14
Высокий ARPU,Ошибка в счёте,VIP,19,Технические работы,1,2024-10-06
Низкий ARPU,Проблема с сетью,Обычный,11,Поломка оборудования,0,2024-06-15
Низкий ARPU,Проблема с сетью,VIP,13,Технические работы,0,2023-11-05
Высокий ARPU,Некачественный сервис,VIP,4,Технические работы,1,2023-04-18
Низкий ARPU,Некачественный сервис,VIP,3,,1,2023-04-02
Высокий ARPU,Ошибка в счёте,Обычный,16,Технические работы,0,2023-03-09
Высокий ARPU,Некачественный сервис,VIP,8,Поломка оборудования,1,2024-06-01
Низкий ARPU,Ошибка в счёте,Обычный,9,Технические работы,1,2023-12-16
Высокий ARPU,Проблема с сетью,VIP,9,Поломка оборудования,0,2023-11-14
Высокий ARPU,Проблема с сетью,Обычный,16,Поломка оборудования,0,2023-07-15
Высокий ARPU,Ошибка в счёте,Обычный,5,Поломка оборудования,1,2023-03-17
Высокий ARPU,Проблема с сетью,VIP,9,Поломка оборудования,0,2023-05-15
Низкий ARPU,Проблема с сетью,Обычный,2,Технические работы,1,2023-02-16
Низкий ARPU,Проблема с сетью,Обычный,10,Поломка оборудования,1,2024-04-27
Высокий ARPU,Ошибка в счёте,Обычный,14,Поломка оборудования,1,2023-03-23
Высокий ARPU,Проблема с сетью,Обычный,10,Поломка оборудования,1,2024-11-03
Высокий ARPU,Некачественный сервис,Обычный,18,Поломка оборудования,1,2024-10-11
Высокий ARPU,Проблема с сетью,Обычный,17,Поломка оборудования,1,2024-12-08
Высокий ARPU,Проблема с сетью,VIP,4,Технические работы,0,2024-07-26
Низкий ARPU,Ошибка в счёте,VIP,11,Поломка оборудования,0,2024-08-27
Низкий ARPU,Некачественный сервис,VIP,16,Поломка оборудования,0,2024-06-25
Низкий ARPU,Ошибка в счёте,Обычный,4,Поломка оборудования,0,2023-06-01
Высокий ARPU,Ошибка в счёте,VIP,16,Технические работы,1,2023-12-21
Низкий ARPU,Некачественный сервис,VIP,16,Технические работы,0,2024-07-08
Высокий ARPU,Некачественный сервис,VIP,4,Технические работы,1,2023-07-11
Высокий ARPU,Некачественный сервис,VIP,13,Технические работы,1,2023-08-03
Низкий ARPU,Проблема с сетью,VIP,5,Поломка оборудования,1,2024-05-01
Высокий ARPU,Ошибка в счёте,VIP,13,Технические работы,0,2024-06-23
Высокий ARPU,Проблема с сетью,Обычный,14,Поломка оборудования,1,2024-07-22
Низкий ARPU,Некачественный сервис,VIP,9,Поломка оборудования,1,2024-08-16
Низкий ARPU,Проблема с сетью,Обычный,3,Технические работы,0,2023-10-07
Низкий ARPU,Некачественный сервис,VIP,2,Поломка оборудования,0,2024-09-17
Низкий ARPU,Проблема с сетью,Обычный,7,Поломка оборудования,1,2023-03-05
Низкий ARPU,Некачественный сервис,VIP,2,Поломка оборудования,1,2024-04-03
Низкий ARPU,Некачественный сервис,,6,Технические работы,1,2023-05-08
Высокий ARPU,Проблема с сетью,VIP,16,Поломка оборудования,1,2024-09-22
Высокий ARPU,Ошибка в счёте,Обычный,5,Поломка оборудования,0,2023-03-14
Низкий ARPU,Проблема с сетью,VIP,10,Технические работы,1,2024-07-16
Низкий ARPU,Ошибка в счёте,VIP,1,Поломка оборудования,1,2024-06-30
,Проблема с сетью,Обычный,4,Поломка оборудования,0,2023-05-14
Низкий ARPU,Проблема с сетью,Обычный,9,Технические работы,0,2024-08-26
Низкий ARPU,Проблема с сетью,Обычный,16,Поломка оборудования,0,2023-10-27
Низкий ARPU,Ошибка в счёте,VIP,18,Поломка оборудования,1,2024-04-27
Высокий ARPU,Ошибка в счёте,Обычный,17,Технические работы,0,2023-11-28
Высокий ARPU,Ошибка в счёте,VIP,4,Технические работы,1,2023-11-17
Высокий ARPU,Ошибка в счёте,Обычный,17,Поломка оборудования,0,2024-08-27
Высокий ARPU,Ошибка в счёте,Обычный,16,Технические работы,1,2024-09-05
Низкий ARPU,Ошибка в счёте,VIP,16,Поломка оборудования,1,2023-10-03
Высокий ARPU,Ошибка в счёте,Обычный,15,Поломка оборудования,0,2023-03-17
Высокий ARPU,Ошибка в счёте,VIP,10,Поломка оборудования,0,2023-10-17
Высокий ARPU,Некачественный сервис,VIP,19,Технические работы,0,2023-06-05
Высокий ARPU,Некачественный сервис,Обычный,19,Технические работы,1,2024-12-26
Низкий ARPU,Проблема с сетью,Обычный,11,Технические работы,1,2023-12-21
Низкий ARPU,Некачественный сервис,VIP,12,Технические работы,1,2023-07-15
Высокий ARPU,Некачественный сервис,Обычный,13,Технические работы,1,2024-02-23
Высокий ARPU,Проблема с сетью,VIP,3,Поломка оборудования,1,2023-03-10
Низкий ARPU,Некачественный сервис,Обычный,9,Поломка оборудования,1,2023-11-03
Высокий ARPU,Некачественный сервис,VIP,7,Технические работы,1,2024-12-14
Низкий ARPU,Некачественный сервис,VIP,11,Технические работы,1,2023-09-20
Низкий ARPU,,VIP,11,Технические работы,1,2024-01-31
Низкий ARPU,Ошибка в счёте,Обычный,15,Технические работы,1,2024-12-26
Низкий ARPU,Проблема с сетью,VIP,2,Технические работы,0,2023-02-26
Высокий ARPU,Ошибка в счёте,Обычный,5,Поломка оборудования,0,2024-05-15
Высокий ARPU,Некачественный сервис,Обычный,4,Поломка оборудования,1,2023-12-18
Высокий ARPU,Ошибка в счёте,Обычный,15,Технические работы,1,2023-05-29
Высокий ARPU,Ошибка в счёте,VIP,8,Поломка оборудования,1,2023-02-17
Высокий ARPU,Ошибка в счёте,Обычный,15,Поломка оборудования,1,2024-11-04
Высокий ARPU,Проблема с сетью,VIP,18,Поломка оборудования,0,2024-11-19
,Некачественный сервис,Обычный,4,Технические работы,0,2024-07-27
Низкий ARPU,Некачественный сервис,VIP,18,Технические работы,1,2023-04-20
Высокий ARPU,,Обычный,5,Технические работы,0,2023-12-26
Низкий ARPU,Проблема с сетью,Обычный,12,Технические работы,1,2023-11-30
Высокий ARPU,Проблема с сетью,Обычный,8,Поломка оборудования,0,2024-06-04
Низкий ARPU,Проблема с сетью,Обычный,7,Технические работы,1,2023-01-30
Высокий ARPU,Проблема с сетью,Обычный,13,Технические работы,1,2023-09-10
Высокий ARPU,Проблема с сетью,Обычный,17,Технические работы,0,2023-09-15
Высокий ARPU,Некачественный сервис,VIP,8,Технические работы,1,2023-09-30
Высокий ARPU,Ошибка в счёте,VIP,15,,0,2023-02-07
Высокий ARPU,Проблема с сетью,VIP,2,Технические работы,1,2023-09-12
Низкий ARPU,Проблема с сетью,Обычный,17,Поломка оборудования,1,2023-04-29
Высокий ARPU,Проблема с сетью,VIP,15,Технические работы,0,2023-01-01
Низкий ARPU,Проблема с сетью,VIP,18,Поломка оборудования,0,2024-09-03
Высокий ARPU,Ошибка в счёте,VIP,17,Технические работы,0,2024-08-17
Низкий ARPU,Проблема с сетью,Обычный,17,Технические работы,0,2024-01-06
Высокий ARPU,Некачественный сервис,VIP,3,Технические работы,1,2023-06-26
Низкий ARPU,Проблема с сетью,VIP,4,Технические работы,1,2024-08-11
Высокий ARPU,Проблема с сетью,VIP,12,Поломка оборудования,0,2024-11-20
Низкий ARPU,Некачественный сервис,VIP,19,Поломка оборудования,0,2023-08-26
Высокий ARPU,Ошибка в счёте,Обычный,8,Технические работы,0,2024-03-14
Высокий ARPU,,VIP,5,Поломка оборудования,0,2024-10-29
Низкий ARPU,,VIP,12,Поломка оборудования,1,2024-02-26
Низкий ARPU,Некачественный сервис,VIP,16,Технические работы,1,2023-10-01
Низкий ARPU,Ошибка в счёте,Обычный,14,Поломка оборудования,0,2023-03-17
Низкий ARPU,Проблема с сетью,Обычный,16,Поломка оборудования,1,2023-10-19
Высокий ARPU,Проблема с сетью,VIP,9,Поломка оборудования,0,2024-04-05
Низкий ARPU,Ошибка в счёте,Обычный,16,Поломка оборудования,1,2023-06-05
Низкий ARPU,Ошибка в счёте,VIP,6,Поломка оборудования,0,2023-08-23
Низкий ARPU,Проблема с сетью,Обычный,11,Поломка оборудования,1,2024-02-07
