PROFILE_DEVICE_OS,PRODUCT_GROUP_TARIFF,FILIAL_ID,NETWORK_SQI_DATA,NETWORK_OVERLOAD,SNAP_DATE_DAY,NETWORK_PROSTOI,SURVEY_GENDER,NETWORK_DURATION_2G,PRODUCT_PEREPLATY,NETWORK_4G_SHARE,PRODUCT_NAME_LINE_TP,NETWORK_DURATION_4G,REGION_FILIAL,NPS,SURVEY_ARPU_GROUP,NETWORK_VOLTE,PROFILE_DEVICE_TYPE,PROFILE_KINOPOISK,PRODUCT_EVA_TYPE,PROFILE_DEVICE_PRICE,NETWORK_VOWIFI,SURVEY_CITY_SIZE,SURVEY_OPERATOR_AGE_GROUP,SURVEY_AGE_GROUP,NETWORK_SQI_VOICE,PRODUCT_TARIFF_CHANGE,NETWORK_SPEED_LTE,NETWORK_SPD_LOWER_THAN_2000
Прочее,Без переплат,15,98...99.5%,Нет,2023-11-27,1-5 часов,Не определен,Менее 5%,Более 40 руб,c. 80-90%,Включайся! - Линейка 3.1,Более 80%,Дальневосточный филиал,-0.12803719558112006,Средний,Более 80%,USB MODEM,100MB - 1GB,Ева+,10-25 тыс. руб.,Есть,Большой,35-44,35-44,>99.5%,Более 366 дней,<2 Mbps,Менее 20%
Прочее,Прочие,13,98...99.5%,Более 15 дней,2023-08-29,Риск простоя,Муж,Прочее,Более 40 руб,a. <100 MB,CVM,Прочее,Столичный филиал,-0.8947916580209413,Низкий,Более 80%,SMARTPHONE,Более 1GB,Ева Volte,Нет данных,Нет,Большой,25-34,55+,>99.5%,Прочее,2...5 Mbps,20...80%
Android,Прочие,2,Прочее,До 15 дней,2023-06-20,Риск простоя,Муж,Менее 5%,Более 40 руб,a. <100 MB,Твой интернет - линейка 2019,Менее 80%,Центральный филиал,-0.07685532092544217,Высокий,Не VoLTE,UNDEFINED,Более 1GB,Ева+,10-25 тыс. руб.,Нет,Большой,55+,55+,<98%,91-180 дней,<2 Mbps,Более 80%
Прочее,Все мобильные,17,<98%,Нет,2024-12-27,Риск простоя,Муж,Более 20%,Нет переплат,a. <100 MB,Новая линейка ПД 2020,Прочее,Кавказский филиал,0.10884925406635258,Высокий,Более 80%,DATA CARD,100MB - 1GB,Ева Volte,Более 50 тыс. руб,Есть,Малый,55+,45-54,Прочее,31-90 дней,5...10 Mbps,Прочее
Прочее,СНГ,1,<98%,До 15 дней,2023-07-04,Риск простоя,Муж,Прочее,До 40 руб,c. 80-90%,МегаФон - Линейка 3.1,Прочее,Дальневосточный филиал,-0.33220783654555225,Высокий,Не VoLTE,PHONE,Нет,Ева МЛК,25-50 тыс. руб.,Нет,Малый,18-24,55+,Прочее,181-366 дней,2...5 Mbps,20...80%
Прочее,Включайся!,10,98...99.5%,Нет,2024-11-09,Нет простоя,Жен,Менее 5%,До 40 руб,c. 80-90%,CVM: Персональный 2.0,Менее 80%,Поволжский филиал,0.02262903190529296,Средний,До 80%,USB MODEM,Нет,Ева МЛК,25-50 тыс. руб.,Есть,Малый,25-34,45-54,>99.5%,До 30 дней,Прочее,Менее 20%
Android,Включайся!,4,>99.5%,Более 15 дней,2024-12-18,Нет простоя,Жен,5...20%,До 40 руб,d. >90%,Включайся! - Линейка 2.2,Более 80%,Дальневосточный филиал,-0.0,Низкий,До 80%,ROUTER,100MB - 1GB,Ева МЛК,Нет данных,Есть,Средний,35-44,55+,>99.5%,181-366 дней,Прочее,Прочее
Прочее,Все мобильные,10,98...99.5%,Нет,2024-03-08,Риск простоя,,Менее 5%,Нет переплат,a. <100 MB,Тёплый приём - линейка 7.2,Менее 80%,Кавказский филиал,0.919915736192809,Средний,Не VoLTE,TABLET,Нет,Ева+,Более 50 тыс. руб,Нет,Малый,55+,55+,Прочее,До 30 дней,5...10 Mbps,20...80%
iOS,Персональные,12,Прочее,Нет,2024-06-06,1-5 часов,Муж,Более 20%,Нет переплат,a. <100 MB,ВВ - Архивный (версия 12.16),Прочее,Сибирский филиал,-0.002031444345255521,Средний,Более 80%,DATA CARD,Более 1GB,Ева Volte,Более 50 тыс. руб,Нет,Большой,55+,55+,>99.5%,181-366 дней,Прочее,Менее 20%
iOS,Агентский конвергент,3,<98%,До 15 дней,2024-10-16,5-24 часа,Не определен,Прочее,Более 40 руб,b. <80%,Тёплый приём - линейка 2.0,Менее 80%,Сибирский филиал,-0.08365248789524501,Низкий,Не VoLTE,SMARTPHONE,Нет,Ева+,Нет данных,Есть,Малый,18-24,55+,98..99.5%,91-180 дней,5...10 Mbps,20...80%
iOS,Все включено,1,<98%,До 15 дней,2024-07-12,Нет простоя,Жен,Прочее,До 40 руб,a. <100 MB,Тарифные планы FMC - Объединяй 6.0,Прочее,Сибирский филиал,-0.0641936688506781,Высокий,До 80%,DATA CARD,100MB - 1GB,Ева+,10-25 тыс. руб.,Нет,Средний,18-24,45-54,98..99.5%,91-180 дней,Прочее,Прочее
Прочее,Включайся!,19,<98%,Нет,2023-07-17,1-5 часов,Муж,Более 20%,До 40 руб,d. >90%,Без переплат - Линейка 2.2,Прочее,Сибирский филиал,0.7398110810909829,Высокий,Более 80%,NETWORK DEVICE,Более 1GB,Ева Volte,Нет данных,Есть,Средний,35-44,45-54,98..99.5%,31-90 дней,5...10 Mbps,Более 80%
Прочее,Сэмплинг,1,Прочее,Более 15 дней,2023-07-29,5-24 часа,Не определен,Более 20%,Нет переплат,c. 80-90%,PowerNET 2.0,Более 80%,Кавказский филиал,0.7829418984445884,Низкий,Не VoLTE,TABLET,Более 1GB,Ева Volte,До 10 тыс. руб.,Нет,,55+,18-24,<98%,Более 366 дней,2...5 Mbps,20...80%
Android,Агентский конвергент,19,98...99.5%,Нет,2024-05-18,1-5 часов,Жен,Менее 5%,Более 40 руб,c. 80-90%,Умные вещи,Более 80%,Северо-Западный филиал,-0.7857713506518177,Низкий,До 80%,UNDEFINED,100MB - 1GB,Ева+,25-50 тыс. руб.,Есть,Малый,35-44,55+,98..99.5%,181-366 дней,Прочее,Менее 20%
Android,Все включено,4,98...99.5%,До 15 дней,2024-08-19,Нет простоя,Не определен,Прочее,Нет переплат,d. >90%,ВВ - Архивный (версия 12.16),Прочее,Уральский филиал,0.029428230729010577,Средний,До 80%,SMART WATCH,100MB - 1GB,Ева Volte,До 10 тыс. руб.,Есть,Средний,45-54,55+,<98%,Более 366 дней,>10 Mbps,Прочее
Прочее,Агентский конвергент,13,Прочее,Нет,2023-08-12,Нет простоя,Не определен,Прочее,Нет переплат,c. 80-90%,Включайся! - Линейка 3.2,Менее 80%,Северо-Западный филиал,-0.09778159448755075,Высокий,Более 80%,TABLET,До 100MB,Ева МЛК,10-25 тыс. руб.,Есть,Малый,55+,55+,98..99.5%,31-90 дней,<2 Mbps,20...80%
iOS,Внутрисетевые,14,<98%,До 15 дней,2023-05-30,Риск простоя,Не определен,Более 20%,Более 40 руб,c. 80-90%,ВВ - Архивный (версия 12.16),Менее 80%,Северо-Западный филиал,-1.0,Высокий,До 80%,SMART WATCH,До 100MB,Ева+,Нет данных,Нет,Большой,55+,55+,98..99.5%,91-180 дней,>10 Mbps,Более 80%
Прочее,СНГ,14,>99.5%,До 15 дней,2024-05-02,Нет простоя,Муж,Менее 5%,До 40 руб,d. >90%,Без переплат - Линейка 1.3,Более 80%,Дальневосточный филиал,-0.5197121581232532,Низкий,Более 80%,SMARTPHONE,100MB - 1GB,Ева МЛК,25-50 тыс. руб.,Нет,Малый,25-34,55+,<98%,Прочее,>10 Mbps,Менее 20%
iOS,Все включено,3,<98%,До 15 дней,2024-11-06,Нет простоя,Не определен,Менее 5%,Нет переплат,b. <80%,Тёплый приём - линейка 7.1,Прочее,Кавказский филиал,0.2754121889121963,Высокий,Не VoLTE,DATA CARD,Нет,Ева МЛК,До 10 тыс. руб.,Нет,Малый,35-44,55+,>99.5%,Более 366 дней,2...5 Mbps,Более 80%
Прочее,СНГ,19,>99.5%,До 15 дней,2023-03-04,Более 24 часов,Муж,Менее 5%,Более 40 руб,b. <80%,Управляй!+ 2.0,Прочее,Центральный филиал,-0.46976023820034696,Низкий,Не VoLTE,ROUTER,Более 1GB,Ева МЛК,Нет данных,Есть,Средний,55+,25-34,<98%,91-180 дней,>10 Mbps,20...80%
Прочее,Все включено,11,98...99.5%,До 15 дней,2023-06-30,Нет простоя,Не определен,5...20%,Более 40 руб,a. <100 MB,Тарифные планы FMC - Объединяй 6.2,Прочее,Столичный филиал,-1.0,Средний,Более 80%,SMARTPHONE,100MB - 1GB,Ева МЛК,Более 50 тыс. руб,Есть,Большой,25-34,55+,>99.5%,Прочее,5...10 Mbps,Менее 20%
iOS,Без переплат,9,>99.5%,Нет,2023-05-27,Риск простоя,Жен,Более 20%,Нет переплат,d. >90%,Включайся! - Линейка 3.1,Менее 80%,Столичный филиал,0.738289665378684,Низкий,Не VoLTE,SMART WATCH,Нет,Ева+,10-25 тыс. руб.,Есть,Малый,25-34,55+,<98%,91-180 дней,<2 Mbps,Прочее
Android,Прочие,6,Прочее,Более 15 дней,2024-09-22,Риск простоя,Жен,5...20%,До 40 руб,a. <100 MB,Без переплат - Линейка 2.2,Менее 80%,Дальневосточный филиал,-1.0,Высокий,Не VoLTE,TABLET,До 100MB,Ева+,Нет данных,Нет,Большой,55+,18-24,Прочее,31-90 дней,Прочее,Прочее
Android,ПД,4,<98%,Более 15 дней,2024-07-20,Риск простоя,Не определен,Менее 5%,До 40 руб,d. >90%,Тарифные планы FMC - Объединяй 6.1,Прочее,Поволжский филиал,0.07196805461466567,Высокий,До 80%,SMART WATCH,100MB - 1GB,Ева МЛК,25-50 тыс. руб.,Нет,Большой,18-24,45-54,>99.5%,Более 366 дней,5...10 Mbps,Прочее
Android,СНГ,5,98...99.5%,Нет,2024-08-15,5-24 часа,Жен,Более 20%,До 40 руб,c. 80-90%,CVM - 28 дней,Более 80%,Дальневосточный филиал,0.19127569584463464,Высокий,Не VoLTE,DATA CARD,Нет,Ева МЛК,25-50 тыс. руб.,Нет,Средний,55+,35-44,>99.5%,Более 366 дней,5...10 Mbps,Прочее
iOS,Все включено,9,<98%,Более 15 дней,2023-12-12,Риск простоя,Не определен,Более 20%,До 40 руб,a. <100 MB,Тёплый приём - линейка 7.0,Более 80%,Столичный филиал,-0.12979576860033074,Низкий,Более 80%,USB MODEM,100MB - 1GB,Ева Volte,До 10 тыс. руб.,Есть,Большой,55+,25-34,<98%,До 30 дней,Прочее,Более 80%
iOS,Прочие,1,Прочее,До 15 дней,2023-06-23,Нет простоя,Жен,Более 20%,Нет переплат,d. >90%,Тёплый приём - линейка 5.0,Менее 80%,Сибирский филиал,-1.0,Средний,Более 80%,SMART WATCH,100MB - 1GB,Ева Volte,25-50 тыс. руб.,Есть,Средний,25-34,55+,>99.5%,Прочее,<2 Mbps,20...80%
iOS,Внутрисетевые,15,<98%,Нет,2023-02-23,Более 24 часов,Жен,5...20%,Нет переплат,c. 80-90%,МегаФон - Линейка 3.1,Менее 80%,Дальневосточный филиал,-0.12626676651214885,Низкий,Не VoLTE,LAPTOP,До 100MB,Ева МЛК,Более 50 тыс. руб,Есть,Средний,55+,55+,Прочее,91-180 дней,>10 Mbps,Менее 20%
Android,Внутрисетевые,11,>99.5%,Нет,2024-08-22,Нет простоя,Жен,Прочее,До 40 руб,a. <100 MB,Тёплый приём - линейка 7.1,Прочее,Северо-Западный филиал,-0.949153201423692,Средний,До 80%,USB MODEM,До 100MB,Ева Volte,10-25 тыс. руб.,Нет,Большой,35-44,18-24,<98%,91-180 дней,<2 Mbps,Более 80%
Прочее,Включайся!,1,<98%,Более 15 дней,2024-04-17,5-24 часа,Жен,5...20%,Нет переплат,c. 80-90%,Тёплый приём - линейка 5.1,Менее 80%,Дальневосточный филиал,0.3068258440724327,Средний,Более 80%,TABLET,Более 1GB,Ева МЛК,10-25 тыс. руб.,Есть,Средний,55+,45-54,<98%,До 30 дней,5...10 Mbps,Более 80%
iOS,СНГ,17,>99.5%,До 15 дней,2023-03-06,1-5 часов,Жен,Более 20%,Более 40 руб,a. <100 MB,PowerNET 2.0,Прочее,Уральский филиал,-0.17164495993811704,Низкий,Более 80%,TABLET,Более 1GB,Ева+,10-25 тыс. руб.,Есть,Большой,55+,55+,<98%,181-366 дней,2...5 Mbps,Прочее
Прочее,Все включено,15,Прочее,До 15 дней,2023-10-31,Более 24 часов,Муж,Прочее,Нет переплат,b. <80%,Моноинтернет от МегаФона,Менее 80%,Сибирский филиал,-1.0,Средний,Более 80%,SMARTPHONE,100MB - 1GB,Ева МЛК,Нет данных,Нет,Большой,55+,55+,Прочее,91-180 дней,>10 Mbps,Менее 20%
Android,Прочие,14,Прочее,До 15 дней,2024-01-08,5-24 часа,Не определен,Прочее,Более 40 руб,a. <100 MB,Тёплый приём - линейка 6.0,Менее 80%,Центральный филиал,-0.013683846214310295,Низкий,Не VoLTE,TABLET,100MB - 1GB,Ева МЛК,Более 50 тыс. руб,Есть,Средний,55+,55+,>99.5%,Прочее,2...5 Mbps,Прочее
iOS,Все включено,9,Прочее,До 15 дней,2024-02-13,Нет простоя,Жен,Менее 5%,Более 40 руб,c. 80-90%,Новая линейка ПД 2021,Менее 80%,Центральный филиал,-1.0,Низкий,Не VoLTE,DATA CARD,До 100MB,Ева МЛК,До 10 тыс. руб.,Есть,Средний,55+,55+,Прочее,Прочее,Прочее,20...80%
iOS,Внутрисетевые,4,>99.5%,До 15 дней,2023-07-01,Нет простоя,Жен,5...20%,Нет переплат,a. <100 MB,Включайся! - Линейка 3.2,Прочее,Центральный филиал,0.09177196674033054,Низкий,Более 80%,DATA CARD,До 100MB,Ева+,До 10 тыс. руб.,Нет,Средний,35-44,35-44,98..99.5%,31-90 дней,>10 Mbps,Более 80%
Прочее,Все включено,9,>99.5%,До 15 дней,2024-03-20,Риск простоя,Жен,Прочее,До 40 руб,d. >90%,Включайся! - Линейка 3.0,Более 80%,Кавказский филиал,-0.10727402232295648,Низкий,До 80%,PHONE,Нет,Ева Volte,До 10 тыс. руб.,Нет,Малый,45-54,55+,98..99.5%,91-180 дней,Прочее,Более 80%
iOS,Агентский конвергент,5,<98%,Нет,2024-09-23,Более 24 часов,Не определен,Менее 5%,До 40 руб,a. <100 MB,FMC - продукты для агентов,Более 80%,Уральский филиал,1.0,Низкий,Не VoLTE,PHONE,До 100MB,Ева Volte,Более 50 тыс. руб,Нет,Малый,55+,45-54,Прочее,Прочее,5...10 Mbps,20...80%
Android,СНГ,3,<98%,Нет,2023-10-24,Риск простоя,Не определен,Прочее,Более 40 руб,b. <80%,Без переплат - Линейка 1.0,Более 80%,Кавказский филиал,0.6644991615956618,Высокий,До 80%,TABLET,Более 1GB,Ева+,10-25 тыс. руб.,Есть,Средний,18-24,55+,<98%,Прочее,2...5 Mbps,20...80%
Android,ПД,18,98...99.5%,Нет,2024-01-13,1-5 часов,,Прочее,Более 40 руб,a. <100 MB,Новая линейка ПД 2020,Более 80%,Уральский филиал,-0.005735470009147304,Высокий,Не VoLTE,NETWORK DEVICE,Более 1GB,Ева МЛК,До 10 тыс. руб.,Нет,Малый,55+,25-34,98..99.5%,31-90 дней,5...10 Mbps,20...80%
Прочее,ПД,9,>99.5%,Более 15 дней,2023-08-18,5-24 часа,Муж,5...20%,Нет переплат,c. 80-90%,Нет,Менее 80%,Сибирский филиал,0.0734364338393523,Средний,Более 80%,SMART WATCH,100MB - 1GB,Ева МЛК,Нет данных,Нет,Малый,45-54,35-44,<98%,Прочее,<2 Mbps,Более 80%
Прочее,Внутрисетевые,4,>99.5%,Более 15 дней,2023-06-05,5-24 часа,Муж,5...20%,До 40 руб,b. <80%,Без переплат - Линейка 1.0,Более 80%,Уральский филиал,0.07820998157797085,Средний,До 80%,PHONE,Более 1GB,Ева Volte,До 10 тыс. руб.,Есть,Большой,18-24,55+,98..99.5%,До 30 дней,2...5 Mbps,20...80%
iOS,Все включено,7,98...99.5%,До 15 дней,2024-07-23,1-5 часов,Жен,Менее 5%,Нет переплат,b. <80%,CVM - 28 дней,Более 80%,Сибирский филиал,-1.0,Низкий,До 80%,LAPTOP,100MB - 1GB,Ева+,До 10 тыс. руб.,Нет,Малый,25-34,18-24,<98%,До 30 дней,2...5 Mbps,Менее 20%
Android,Агентский конвергент,1,>99.5%,Нет,2023-03-19,1-5 часов,Не определен,Прочее,До 40 руб,a. <100 MB,Прочее,Более 80%,Северо-Западный филиал,0.15223415053767686,Высокий,Более 80%,UNDEFINED,Нет,Ева Volte,До 10 тыс. руб.,Нет,Большой,55+,55+,Прочее,31-90 дней,>10 Mbps,Менее 20%
Прочее,СНГ,16,98...99.5%,Более 15 дней,2024-12-01,Риск простоя,Жен,Менее 5%,Более 40 руб,a. <100 MB,Линейка 'Безлимит 1.0',Менее 80%,Кавказский филиал,-1.0,Высокий,Не VoLTE,SMART WATCH,До 100MB,Ева МЛК,До 10 тыс. руб.,Нет,Большой,55+,45-54,Прочее,Прочее,<2 Mbps,Более 80%
Android,ПД,6,Прочее,До 15 дней,2023-08-13,1-5 часов,Жен,Более 20%,Более 40 руб,c. 80-90%,Без переплат - Линейка 1.2,Менее 80%,Центральный филиал,-1.0,Высокий,Более 80%,SMART WATCH,До 100MB,Ева МЛК,Более 50 тыс. руб,Нет,Большой,55+,55+,Прочее,91-180 дней,2...5 Mbps,Менее 20%
iOS,Все включено,6,<98%,Более 15 дней,2023-06-12,1-5 часов,Не определен,Более 20%,Более 40 руб,d. >90%,Без переплат - Линейка 1.0,Прочее,Центральный филиал,1.0,Низкий,До 80%,NETWORK DEVICE,До 100MB,Ева МЛК,Нет данных,Есть,Малый,55+,35-44,Прочее,181-366 дней,<2 Mbps,20...80%
Android,Все мобильные,14,Прочее,До 15 дней,2024-07-07,Более 24 часов,Не определен,Менее 5%,Более 40 руб,c. 80-90%,Тёплый приём - линейка 7.1,Прочее,Столичный филиал,-0.20608533616020044,Высокий,Более 80%,NETWORK DEVICE,До 100MB,Ева МЛК,25-50 тыс. руб.,Нет,Малый,55+,45-54,<98%,181-366 дней,2...5 Mbps,Прочее
iOS,СНГ,5,98...99.5%,До 15 дней,2024-07-08,Более 24 часов,Не определен,Более 20%,До 40 руб,a. <100 MB,Тёплый приём - линейка 7.0,Менее 80%,Дальневосточный филиал,-0.0,Низкий,До 80%,PHONE,До 100MB,Ева+,Более 50 тыс. руб,Нет,Средний,25-34,35-44,<98%,91-180 дней,>10 Mbps,Более 80%
iOS,Все включено,11,Прочее,Нет,2024-09-20,5-24 часа,Жен,Более 20%,Нет переплат,c. 80-90%,Агентская линейка 2021,Более 80%,Уральский филиал,1.0,Низкий,Более 80%,NETWORK DEVICE,100MB - 1GB,Ева Volte,До 10 тыс. руб.,Есть,Средний,55+,45-54,Прочее,31-90 дней,Прочее,Прочее
iOS,ПД,1,Прочее,До 15 дней,2023-04-09,Более 24 часов,Жен,Менее 5%,Более 40 руб,b. <80%,Включайся! - Линейка 3.4 - Прочие ТП,Менее 80%,Дальневосточный филиал,-0.0,Высокий,Не VoLTE,ROUTER,Более 1GB,Ева МЛК,Нет данных,Нет,Средний,18-24,55+,<98%,181-366 дней,2...5 Mbps,Прочее
Прочее,ПД,10,>99.5%,Нет,2023-05-22,5-24 часа,Жен,5...20%,Более 40 руб,b. <80%,Без переплат - Линейка 1.2,Прочее,Столичный филиал,-0.09578888439272068,Высокий,Более 80%,DATA CARD,100MB - 1GB,Ева Volte,Более 50 тыс. руб,Нет,Большой,45-54,18-24,>99.5%,Более 366 дней,2...5 Mbps,Более 80%
Прочее,ПД,1,98...99.5%,До 15 дней,2023-09-24,Нет простоя,Жен,Более 20%,Более 40 руб,a. <100 MB,China,Прочее,Столичный филиал,-0.512551692725889,Высокий,До 80%,NETWORK DEVICE,100MB - 1GB,Ева Volte,Нет данных,Нет,Малый,45-54,18-24,<98%,91-180 дней,5...10 Mbps,20...80%
Android,Внутрисетевые,4,Прочее,До 15 дней,2024-08-09,5-24 часа,Муж,Прочее,Нет переплат,a. <100 MB,Без переплат - Линейка 2.1,Более 80%,Северо-Западный филиал,-0.09029811948384435,Высокий,До 80%,SMART WATCH,До 100MB,Ева МЛК,10-25 тыс. руб.,Есть,Средний,18-24,18-24,>99.5%,Более 366 дней,Прочее,Менее 20%
Android,Все мобильные,8,Прочее,Нет,2023-03-11,Более 24 часов,Муж,Прочее,Нет переплат,c. 80-90%,Без переплат - Линейка 1.5,Менее 80%,Кавказский филиал,-0.05535985127632826,Низкий,До 80%,ROUTER,Более 1GB,Ева Volte,25-50 тыс. руб.,Нет,Малый,25-34,45-54,Прочее,Более 366 дней,<2 Mbps,20...80%
Прочее,Внутрисетевые,1,Прочее,Более 15 дней,2024-11-28,5-24 часа,Жен,5...20%,До 40 руб,c. 80-90%,Новая линейка ПД 2020,Менее 80%,Уральский филиал,0.09010319135957573,Средний,Более 80%,PHONE,Нет,Ева+,25-50 тыс. руб.,Есть,Средний,55+,35-44,<98%,До 30 дней,>10 Mbps,Прочее
iOS,Персональные,8,Прочее,Нет,2023-05-25,Нет простоя,Не определен,Более 20%,Более 40 руб,b. <80%,Агентская линейка 2022,Более 80%,Сибирский филиал,-0.19156500180795796,Высокий,Не VoLTE,ROUTER,Нет,Ева Volte,Более 50 тыс. руб,Нет,Большой,25-34,25-34,Прочее,91-180 дней,Прочее,20...80%
iOS,Агентский конвергент,14,<98%,Нет,2024-03-10,1-5 часов,Жен,Более 20%,До 40 руб,a. <100 MB,Включайся! - Линейка 3.0,Менее 80%,Поволжский филиал,0.07561428342673648,Средний,До 80%,SMARTPHONE,Более 1GB,Ева МЛК,До 10 тыс. руб.,Есть,Малый,35-44,45-54,Прочее,Более 366 дней,<2 Mbps,Более 80%
iOS,Включайся!,17,98...99.5%,До 15 дней,2023-01-07,Нет простоя,Не определен,5...20%,Более 40 руб,c. 80-90%,Включайся! - Линейка 2.1,Более 80%,Сибирский филиал,1.0,Низкий,Не VoLTE,SMARTPHONE,Более 1GB,Ева МЛК,Нет данных,Есть,Большой,35-44,35-44,>99.5%,31-90 дней,<2 Mbps,Более 80%
iOS,Все включено,9,Прочее,Нет,2024-08-21,Более 24 часов,Не определен,Менее 5%,До 40 руб,d. >90%,Тарифные планы FMC - Объединяй 5.0,Прочее,Столичный филиал,0.0,Средний,Более 80%,DATA CARD,100MB - 1GB,Ева МЛК,Нет данных,Есть,Малый,35-44,45-54,98..99.5%,До 30 дней,2...5 Mbps,Менее 20%
Прочее,Персональные,6,<98%,Нет,2024-08-16,Нет простоя,Не определен,Более 20%,До 40 руб,d. >90%,Для ТП Первый семейный,Прочее,Сибирский филиал,-0.09390321893992913,Средний,Не VoLTE,ROUTER,Более 1GB,Ева Volte,10-25 тыс. руб.,Есть,Большой,45-54,55+,>99.5%,Прочее,>10 Mbps,Менее 20%
Прочее,Персональные,1,<98%,Нет,2023-03-23,Нет простоя,Муж,Прочее,Более 40 руб,b. <80%,Управляй! 3.0,Прочее,Поволжский филиал,0.23847764564878346,Низкий,До 80%,UNDEFINED,Более 1GB,Ева+,25-50 тыс. руб.,Есть,Средний,55+,25-34,<98%,91-180 дней,>10 Mbps,20...80%
Android,Персональные,9,Прочее,Более 15 дней,2024-08-24,5-24 часа,Муж,Прочее,Более 40 руб,d. >90%,Без переплат - Линейка 1.2,Менее 80%,Центральный филиал,1.0,Высокий,Более 80%,USB MODEM,100MB - 1GB,Ева Volte,10-25 тыс. руб.,Нет,Большой,55+,35-44,Прочее,Более 366 дней,<2 Mbps,Прочее
iOS,ПД,1,<98%,Более 15 дней,2023-12-31,Нет простоя,Муж,Более 20%,До 40 руб,c. 80-90%,Переходи на НОЛЬ 2020,Менее 80%,Сибирский филиал,0.6121824458402393,Низкий,Более 80%,DATA CARD,Нет,Ева МЛК,Более 50 тыс. руб,Нет,Малый,25-34,18-24,>99.5%,Более 366 дней,>10 Mbps,Менее 20%
Прочее,Персональные,14,98...99.5%,Нет,2024-07-19,Более 24 часов,Не определен,Прочее,Более 40 руб,c. 80-90%,Включайся! - Линейка 3.4.1 - Прочие ТП,Прочее,Сибирский филиал,0.10061240198833168,Средний,До 80%,SMART WATCH,До 100MB,Ева МЛК,Более 50 тыс. руб,Есть,Средний,55+,35-44,Прочее,Более 366 дней,2...5 Mbps,20...80%
Прочее,Сэмплинг,11,<98%,До 15 дней,2023-07-22,Риск простоя,Жен,Менее 5%,До 40 руб,c. 80-90%,Нет,Менее 80%,Дальневосточный филиал,0.4128966944563168,Высокий,Не VoLTE,NETWORK DEVICE,Нет,Ева Volte,Более 50 тыс. руб,Есть,Малый,25-34,55+,98..99.5%,Более 366 дней,<2 Mbps,20...80%
iOS,Включайся!,8,Прочее,Более 15 дней,2023-08-16,Нет простоя,Муж,Менее 5%,Нет переплат,b. <80%,Включайся! - Линейка 3.4.2 - Прочие ТП,Прочее,Центральный филиал,0.22482265510496616,Низкий,Более 80%,DATA CARD,100MB - 1GB,Ева+,Нет данных,Нет,Малый,55+,55+,<98%,До 30 дней,>10 Mbps,Более 80%
iOS,Агентский конвергент,12,<98%,Нет,2023-09-10,Более 24 часов,Не определен,Прочее,До 40 руб,c. 80-90%,Без переплат - Линейка 1.4,Прочее,Центральный филиал,-0.0,Средний,Более 80%,PHONE,Нет,Ева+,Более 50 тыс. руб,Есть,Большой,55+,25-34,<98%,31-90 дней,5...10 Mbps,Более 80%
Android,СНГ,6,Прочее,Более 15 дней,2024-11-15,Более 24 часов,Жен,Прочее,Более 40 руб,d. >90%,Тёплый приём - линейка 5.0,Прочее,Кавказский филиал,-0.1982477229958477,Высокий,До 80%,NETWORK DEVICE,Нет,Ева Volte,Нет данных,Нет,Средний,35-44,25-34,Прочее,181-366 дней,2...5 Mbps,Менее 20%
iOS,Персональные,17,>99.5%,До 15 дней,2023-06-15,1-5 часов,Не определен,Прочее,До 40 руб,c. 80-90%,ТП Посекундный 2021,Прочее,Поволжский филиал,0.030400880592607375,Высокий,Более 80%,PHONE,100MB - 1GB,Ева Volte,25-50 тыс. руб.,Есть,,55+,35-44,<98%,Более 366 дней,<2 Mbps,Более 80%
Android,Включайся!,11,>99.5%,До 15 дней,2024-05-06,1-5 часов,Не определен,Более 20%,Нет переплат,c. 80-90%,Включайся! - Линейка 2.2,Менее 80%,Северо-Западный филиал,0.5733185441482809,Средний,Более 80%,DATA CARD,100MB - 1GB,Ева Volte,10-25 тыс. руб.,Нет,Средний,55+,45-54,<98%,91-180 дней,5...10 Mbps,20...80%
Прочее,Агентский конвергент,10,Прочее,Более 15 дней,2024-07-22,5-24 часа,Не определен,Прочее,Нет переплат,a. <100 MB,Без переплат - Линейка 2.0,Более 80%,Северо-Западный филиал,-0.08422771416974577,Средний,Более 80%,TABLET,До 100MB,Ева Volte,25-50 тыс. руб.,Нет,Большой,25-34,55+,98..99.5%,Более 366 дней,Прочее,Более 80%
iOS,Включайся!,8,Прочее,Более 15 дней,2024-05-27,5-24 часа,Муж,Менее 5%,Нет переплат,b. <80%,Управляй!+ 2.0,Более 80%,Северо-Западный филиал,0.007607189858535853,Высокий,Не VoLTE,TABLET,До 100MB,Ева МЛК,10-25 тыс. руб.,Есть,Малый,45-54,55+,Прочее,Прочее,Прочее,Более 80%
iOS,ПД,12,98...99.5%,До 15 дней,2023-03-15,Риск простоя,Муж,5...20%,Более 40 руб,a. <100 MB,FWA Мобильный конвергент: Объединяй! Мобильный,Прочее,Дальневосточный филиал,1.0,Средний,Более 80%,TABLET,Более 1GB,Ева МЛК,Нет данных,Есть,Средний,55+,35-44,98..99.5%,До 30 дней,<2 Mbps,20...80%
